Ruta,Dia,Tiempo_recorrido_min,Pasajeros,Clima
Ruta 4,Jueves,21,29,Nublado
Ruta 1,Miércoles,59,26,Soleado
Ruta 3,Martes,29,38,Soleado
Ruta 4,Domingo,35,48,Soleado
Ruta 4,Martes,41,44,Lluvioso
Ruta 1,Sábado,21,38,Soleado
Ruta 3,Miércoles,19,46,Lluvioso
Ruta 2,Sábado,48,16,Soleado
Ruta 1,Viernes,40,6,Soleado
Ruta 2,Martes,47,17,Soleado
Ruta 5,Sábado,48,32,Nublado
Ruta 1,Miércoles,20,37,Soleado
Ruta 4,Lunes,31,44,Nublado
Ruta 2,Domingo,60,12,Soleado
Ruta 5,Lunes,59,13,Soleado
Ruta 4,Viernes,42,49,Lluvioso
Ruta 4,Viernes,44,14,Nublado
Ruta 1,Sábado,28,47,Soleado
Ruta 5,Lunes,46,41,Nublado
Ruta 4,Jueves,45,17,Nublado
Ruta 4,Miércoles,57,17,Soleado
Ruta 5,Domingo,60,15,Nublado
Ruta 2,Domingo,47,21,Lluvioso
Ruta 1,Miércoles,38,29,Lluvioso
Ruta 5,Sábado,28,49,Lluvioso
Ruta 4,Lunes,46,16,Soleado
Ruta 1,Viernes,26,35,Nublado
Ruta 1,Miércoles,55,31,Nublado
Ruta 1,Domingo,32,26,Soleado
Ruta 3,Domingo,26,33,Soleado
Ruta 4,Sábado,59,15,Soleado
Ruta 2,Martes,60,31,Lluvioso
Ruta 2,Domingo,41,29,Lluvioso
Ruta 5,Lunes,18,14,Soleado
Ruta 2,Lunes,20,36,Nublado
Ruta 4,Domingo,52,26,Nublado
Ruta 5,Martes,29,28,Nublado
Ruta 5,Sábado,43,22,Soleado
Ruta 3,Domingo,27,22,Nublado
Ruta 4,Sábado,28,9,Nublado
Ruta 3,Miércoles,17,31,Soleado
Ruta 5,Sábado,59,43,Nublado
Ruta 1,Martes,42,38,Soleado
Ruta 1,Miércoles,31,35,Lluvioso
Ruta 2,Miércoles,48,23,Nublado
Ruta 4,Jueves,58,25,Lluvioso
Ruta 3,Sábado,16,17,Lluvioso
Ruta 3,Viernes,23,45,Nublado
Ruta 2,Sábado,51,11,Nublado
Ruta 3,Miércoles,38,35,Soleado
Ruta 3,Jueves,27,44,Nublado
Ruta 4,Domingo,30,8,Lluvioso
Ruta 2,Martes,31,46,Soleado
Ruta 1,Viernes,57,25,Nublado
Ruta 2,Sábado,54,37,Soleado
Ruta 1,Miércoles,37,27,Soleado
Ruta 4,Lunes,17,29,Lluvioso
Ruta 4,Jueves,52,38,Soleado
Ruta 3,Viernes,57,46,Soleado
Ruta 4,Martes,54,19,Lluvioso
Ruta 1,Sábado,40,19,Lluvioso
Ruta 5,Miércoles,60,7,Soleado
Ruta 4,Viernes,45,41,Lluvioso
Ruta 3,Martes,52,16,Soleado
Ruta 1,Jueves,40,46,Lluvioso
Ruta 5,Viernes,37,38,Nublado
Ruta 1,Miércoles,16,27,Nublado
Ruta 1,Miércoles,30,27,Soleado
Ruta 4,Domingo,27,42,Soleado
Ruta 1,Jueves,33,28,Lluvioso
Ruta 3,Domingo,33,11,Lluvioso
Ruta 5,Martes,54,23,Soleado
Ruta 3,Lunes,20,11,Lluvioso
Ruta 4,Sábado,58,19,Soleado
Ruta 4,Domingo,42,42,Soleado
Ruta 4,Lunes,16,35,Lluvioso
Ruta 1,Lunes,41,16,Soleado
Ruta 5,Martes,49,5,Lluvioso
Ruta 2,Jueves,21,17,Soleado
Ruta 5,Domingo,45,14,Lluvioso
Ruta 2,Jueves,48,42,Nublado
Ruta 1,Miércoles,37,45,Soleado
Ruta 4,Sábado,56,26,Lluvioso
Ruta 2,Viernes,22,11,Nublado
Ruta 1,Martes,55,42,Lluvioso
Ruta 1,Jueves,59,31,Nublado
Ruta 5,Sábado,50,46,Nublado
Ruta 5,Martes,47,36,Lluvioso
Ruta 1,Viernes,59,28,Soleado
Ruta 5,Domingo,19,17,Nublado
Ruta 1,Miércoles,43,9,Soleado
Ruta 2,Martes,43,23,Lluvioso
Ruta 4,Sábado,46,23,Nublado
Ruta 2,Jueves,22,5,Soleado
Ruta 4,Lunes,36,36,Nublado
Ruta 4,Martes,59,27,Nublado
Ruta 4,Sábado,37,24,Nublado
Ruta 4,Jueves,52,18,Lluvioso
Ruta 4,Miércoles,46,10,Soleado
Ruta 5,Sábado,34,13,Soleado
Ruta 5,Martes,47,20,Lluvioso
Ruta 1,Jueves,44,11,Nublado
Ruta 2,Domingo,33,30,Nublado
Ruta 2,Sábado,46,26,Soleado
Ruta 5,Lunes,55,35,Nublado
Ruta 2,Miércoles,19,8,Soleado
Ruta 3,Martes,23,8,Soleado
Ruta 5,Sábado,15,26,Lluvioso
Ruta 2,Sábado,31,43,Lluvioso
Ruta 3,Martes,23,12,Soleado
Ruta 2,Jueves,31,18,Lluvioso
Ruta 3,Sábado,48,44,Lluvioso
Ruta 4,Domingo,23,27,Nublado
Ruta 1,Sábado,15,48,Nublado
Ruta 1,Sábado,44,17,Nublado
Ruta 5,Lunes,59,11,Nublado
Ruta 5,Viernes,51,27,Nublado
Ruta 1,Lunes,20,14,Nublado
Ruta 1,Miércoles,44,8,Nublado
Ruta 4,Lunes,32,47,Nublado
Ruta 2,Domingo,33,30,Lluvioso
Ruta 5,Domingo,20,12,Lluvioso
Ruta 2,Lunes,54,33,Soleado
Ruta 5,Jueves,25,47,Lluvioso
Ruta 5,Lunes,18,13,Nublado
Ruta 4,Jueves,19,9,Soleado
Ruta 5,Viernes,44,21,Lluvioso
Ruta 5,Miércoles,45,42,Nublado
Ruta 4,Lunes,25,13,Soleado
Ruta 5,Viernes,20,25,Lluvioso
Ruta 5,Jueves,33,11,Nublado
Ruta 3,Sábado,34,7,Nublado
Ruta 1,Lunes,22,18,Lluvioso
Ruta 1,Miércoles,23,37,Soleado
Ruta 5,Sábado,20,11,Nublado
Ruta 5,Lunes,39,6,Nublado
Ruta 5,Jueves,42,39,Nublado
Ruta 4,Viernes,53,44,Soleado
Ruta 1,Jueves,22,27,Nublado
Ruta 2,Jueves,22,46,Lluvioso
Ruta 3,Martes,29,20,Nublado
Ruta 2,Domingo,46,43,Nublado
Ruta 1,Miércoles,34,34,Soleado
Ruta 1,Martes,15,49,Nublado
Ruta 5,Martes,27,26,Soleado
Ruta 2,Martes,43,43,Lluvioso
Ruta 3,Jueves,33,10,Soleado
Ruta 1,Miércoles,49,21,Lluvioso
Ruta 1,Lunes,49,47,Soleado
Ruta 3,Martes,19,31,Nublado
Ruta 1,Domingo,29,29,Soleado
Ruta 4,Miércoles,59,26,Nublado
Ruta 2,Domingo,49,12,Lluvioso
Ruta 2,Viernes,26,25,Nublado
Ruta 1,Lunes,50,36,Soleado
Ruta 2,Viernes,20,26,Lluvioso
Ruta 4,Sábado,42,13,Nublado
Ruta 4,Miércoles,18,26,Soleado
Ruta 3,Martes,49,12,Lluvioso
Ruta 4,Lunes,38,48,Nublado
Ruta 1,Lunes,44,26,Nublado
Ruta 1,Martes,30,34,Soleado
Ruta 3,Jueves,37,16,Soleado
Ruta 1,Domingo,54,31,Lluvioso
Ruta 4,Jueves,53,50,Nublado
Ruta 4,Domingo,48,12,Nublado
Ruta 3,Jueves,38,49,Nublado
Ruta 4,Miércoles,45,25,Lluvioso
Ruta 3,Martes,51,39,Lluvioso
Ruta 4,Martes,43,22,Nublado
Ruta 1,Jueves,27,14,Lluvioso
Ruta 5,Domingo,45,33,Nublado
Ruta 2,Sábado,31,20,Nublado
Ruta 4,Domingo,18,41,Soleado
Ruta 3,Domingo,59,19,Nublado
Ruta 1,Martes,16,42,Soleado
Ruta 5,Lunes,20,22,Soleado
Ruta 5,Miércoles,52,40,Soleado
Ruta 2,Martes,58,34,Lluvioso
Ruta 1,Miércoles,38,5,Nublado
Ruta 3,Viernes,24,49,Lluvioso
Ruta 4,Martes,22,28,Lluvioso
Ruta 2,Viernes,37,23,Soleado
Ruta 1,Lunes,15,6,Nublado
Ruta 3,Sábado,30,29,Lluvioso
Ruta 3,Miércoles,27,44,Soleado
Ruta 3,Domingo,40,27,Nublado
Ruta 3,Sábado,44,33,Nublado
Ruta 3,Domingo,30,32,Nublado
Ruta 2,Viernes,40,25,Soleado
Ruta 5,Domingo,38,49,Soleado
Ruta 2,Martes,39,26,Nublado
Ruta 4,Miércoles,45,8,Soleado
Ruta 5,Jueves,54,11,Soleado
Ruta 4,Lunes,26,14,Soleado
Ruta 4,Jueves,59,43,Soleado
Ruta 2,Lunes,56,40,Soleado
Ruta 2,Sábado,22,8,Soleado
Ruta 2,Sábado,28,5,Soleado
Ruta 1,Domingo,34,43,Nublado
Ruta 5,Martes,29,35,Lluvioso
Ruta 2,Miércoles,23,22,Soleado
Ruta 3,Miércoles,18,9,Nublado
Ruta 5,Lunes,21,43,Lluvioso
Ruta 5,Domingo,27,48,Lluvioso
Ruta 5,Domingo,44,38,Soleado
Ruta 3,Lunes,53,25,Lluvioso
Ruta 5,Jueves,36,11,Soleado
Ruta 2,Viernes,48,33,Soleado
Ruta 4,Lunes,54,17,Nublado
Ruta 1,Domingo,21,11,Nublado
Ruta 4,Jueves,50,48,Nublado
Ruta 1,Domingo,45,22,Lluvioso
Ruta 2,Martes,34,21,Soleado
Ruta 4,Viernes,21,41,Nublado
Ruta 4,Viernes,37,25,Lluvioso
Ruta 1,Miércoles,32,42,Nublado
Ruta 4,Sábado,20,24,Lluvioso
Ruta 2,Sábado,22,42,Nublado
Ruta 4,Domingo,46,17,Soleado
Ruta 5,Sábado,30,20,Nublado
Ruta 2,Sábado,47,42,Lluvioso
Ruta 2,Domingo,18,37,Soleado
Ruta 2,Lunes,42,6,Lluvioso
Ruta 5,Sábado,53,14,Soleado
Ruta 3,Jueves,49,28,Nublado
Ruta 5,Lunes,17,31,Soleado
Ruta 4,Domingo,54,34,Soleado
Ruta 1,Viernes,18,38,Soleado
Ruta 3,Viernes,39,9,Nublado
Ruta 1,Martes,48,23,Soleado
Ruta 2,Lunes,53,38,Nublado
Ruta 4,Miércoles,21,25,Soleado
Ruta 4,Sábado,41,46,Lluvioso
Ruta 3,Lunes,18,17,Lluvioso
Ruta 2,Lunes,44,7,Nublado
Ruta 3,Miércoles,57,31,Soleado
Ruta 4,Sábado,43,5,Soleado
Ruta 5,Miércoles,48,23,Lluvioso
Ruta 4,Viernes,24,23,Lluvioso
Ruta 5,Jueves,42,15,Soleado
Ruta 1,Viernes,44,20,Lluvioso
Ruta 1,Domingo,53,45,Nublado
Ruta 4,Lunes,30,8,Lluvioso
Ruta 5,Lunes,42,31,Nublado
Ruta 1,Jueves,38,41,Soleado
Ruta 1,Miércoles,53,22,Lluvioso
Ruta 2,Lunes,24,36,Soleado
Ruta 4,Miércoles,21,17,Lluvioso
Ruta 2,Jueves,58,48,Nublado
Ruta 1,Martes,47,19,Soleado
Ruta 3,Jueves,41,40,Lluvioso
Ruta 2,Martes,57,37,Nublado
Ruta 3,Viernes,15,32,Nublado
Ruta 5,Martes,19,41,Soleado
Ruta 3,Martes,33,12,Lluvioso
Ruta 4,Martes,57,33,Lluvioso
Ruta 4,Sábado,45,10,Nublado
Ruta 2,Martes,59,13,Soleado
Ruta 4,Domingo,15,6,Nublado
Ruta 1,Jueves,32,40,Nublado
Ruta 1,Lunes,15,22,Soleado
Ruta 2,Miércoles,23,23,Nublado
Ruta 5,Miércoles,49,7,Nublado
Ruta 5,Viernes,40,33,Soleado
Ruta 5,Martes,29,44,Lluvioso
Ruta 4,Miércoles,58,35,Lluvioso
Ruta 3,Miércoles,52,14,Lluvioso
Ruta 1,Lunes,45,29,Lluvioso
Ruta 5,Miércoles,58,30,Nublado
Ruta 1,Jueves,24,45,Lluvioso
Ruta 1,Sábado,40,20,Lluvioso
Ruta 3,Miércoles,31,38,Soleado
Ruta 5,Domingo,44,38,Nublado
Ruta 2,Domingo,49,37,Nublado
Ruta 2,Lunes,48,50,Lluvioso
Ruta 4,Viernes,17,37,Lluvioso
Ruta 3,Miércoles,52,50,Soleado
Ruta 1,Domingo,34,6,Lluvioso
Ruta 1,Lunes,37,16,Nublado
Ruta 2,Martes,48,10,Nublado
Ruta 2,Jueves,32,18,Lluvioso
Ruta 2,Miércoles,22,30,Soleado
Ruta 1,Lunes,44,30,Lluvioso
Ruta 5,Miércoles,15,25,Soleado
Ruta 4,Domingo,28,42,Nublado
Ruta 4,Martes,44,19,Soleado
Ruta 3,Miércoles,22,8,Lluvioso
Ruta 3,Martes,56,23,Soleado
Ruta 3,Domingo,30,5,Nublado
Ruta 1,Miércoles,20,32,Nublado
Ruta 2,Miércoles,18,15,Lluvioso
Ruta 1,Sábado,54,16,Lluvioso
Ruta 1,Domingo,23,17,Lluvioso
Ruta 3,Miércoles,21,18,Soleado
Ruta 3,Lunes,51,50,Nublado
Ruta 4,Jueves,20,24,Lluvioso
Ruta 4,Martes,31,48,Soleado
Ruta 5,Viernes,16,36,Lluvioso
Ruta 5,Lunes,37,33,Soleado
Ruta 1,Lunes,59,40,Lluvioso
Ruta 4,Viernes,22,22,Soleado
Ruta 2,Martes,58,42,Nublado
Ruta 5,Jueves,28,34,Nublado
Ruta 3,Lunes,28,44,Lluvioso
Ruta 4,Lunes,54,46,Nublado
Ruta 1,Lunes,23,18,Nublado
Ruta 1,Miércoles,29,47,Soleado
Ruta 3,Jueves,47,47,Lluvioso
Ruta 4,Jueves,56,6,Soleado
Ruta 2,Jueves,24,50,Lluvioso
Ruta 1,Lunes,33,17,Nublado
Ruta 5,Lunes,38,26,Lluvioso
Ruta 1,Lunes,17,30,Nublado
Ruta 5,Sábado,57,13,Soleado
Ruta 5,Sábado,55,36,Lluvioso
Ruta 4,Martes,56,9,Lluvioso
Ruta 5,Miércoles,36,32,Nublado
Ruta 5,Viernes,56,47,Nublado
Ruta 2,Jueves,52,31,Nublado
Ruta 5,Viernes,19,42,Nublado
Ruta 5,Martes,47,38,Nublado
Ruta 2,Jueves,34,31,Nublado
Ruta 3,Martes,44,36,Lluvioso
Ruta 1,Miércoles,25,25,Lluvioso
Ruta 3,Sábado,35,12,Lluvioso
Ruta 1,Viernes,57,35,Nublado
Ruta 1,Miércoles,23,29,Lluvioso
Ruta 5,Viernes,55,7,Soleado
Ruta 4,Lunes,50,10,Lluvioso
Ruta 5,Viernes,18,19,Soleado
Ruta 4,Sábado,58,21,Lluvioso
Ruta 2,Jueves,59,27,Nublado
Ruta 2,Martes,34,6,Soleado
Ruta 2,Miércoles,22,49,Soleado
Ruta 2,Viernes,37,47,Lluvioso
Ruta 3,Jueves,35,48,Nublado
Ruta 1,Domingo,57,26,Soleado
Ruta 2,Martes,32,11,Soleado
Ruta 2,Martes,41,14,Soleado
Ruta 5,Sábado,34,36,Lluvioso
Ruta 5,Miércoles,40,19,Lluvioso
Ruta 5,Lunes,47,24,Lluvioso
Ruta 1,Miércoles,25,36,Nublado
Ruta 3,Viernes,36,38,Lluvioso
Ruta 2,Domingo,27,47,Soleado
Ruta 1,Lunes,39,7,Lluvioso
Ruta 1,Domingo,25,11,Lluvioso
Ruta 2,Miércoles,20,22,Lluvioso
Ruta 1,Sábado,28,28,Soleado
Ruta 3,Lunes,16,24,Soleado
Ruta 4,Jueves,52,13,Nublado
Ruta 2,Jueves,24,11,Lluvioso
Ruta 3,Jueves,41,40,Nublado
Ruta 1,Sábado,47,30,Soleado
Ruta 2,Miércoles,45,36,Nublado
Ruta 4,Miércoles,42,49,Lluvioso
Ruta 4,Viernes,58,49,Soleado
Ruta 2,Lunes,41,11,Soleado
Ruta 4,Lunes,20,6,Soleado
Ruta 1,Domingo,18,50,Soleado
Ruta 4,Miércoles,52,35,Soleado
Ruta 1,Jueves,40,34,Soleado
Ruta 3,Miércoles,27,7,Soleado
Ruta 1,Martes,58,10,Lluvioso
Ruta 3,Jueves,60,43,Lluvioso
Ruta 1,Domingo,53,47,Lluvioso
Ruta 1,Miércoles,49,45,Soleado
Ruta 3,Lunes,45,10,Soleado
Ruta 4,Miércoles,17,25,Nublado
Ruta 4,Sábado,44,47,Soleado
Ruta 2,Viernes,24,40,Lluvioso
Ruta 2,Martes,28,30,Nublado
Ruta 3,Lunes,46,22,Lluvioso
Ruta 2,Miércoles,55,34,Soleado
Ruta 1,Domingo,16,37,Soleado
Ruta 2,Sábado,40,22,Soleado
Ruta 1,Martes,48,48,Soleado
Ruta 3,Martes,25,46,Soleado
Ruta 4,Domingo,35,10,Lluvioso
Ruta 1,Viernes,38,41,Lluvioso
Ruta 5,Jueves,44,47,Soleado
Ruta 4,Miércoles,27,21,Soleado
Ruta 1,Domingo,33,7,Lluvioso
Ruta 4,Sábado,53,18,Nublado
Ruta 4,Lunes,59,25,Lluvioso
Ruta 4,Jueves,27,44,Nublado
Ruta 5,Jueves,54,38,Nublado
Ruta 5,Jueves,36,18,Soleado
Ruta 3,Viernes,60,36,Soleado
Ruta 5,Viernes,40,37,Lluvioso
Ruta 4,Sábado,57,16,Soleado
Ruta 3,Lunes,41,42,Soleado
Ruta 4,Miércoles,58,13,Soleado
Ruta 3,Viernes,48,9,Soleado
Ruta 5,Sábado,43,22,Soleado
Ruta 2,Domingo,58,11,Soleado
Ruta 3,Viernes,56,31,Nublado
Ruta 1,Viernes,15,13,Lluvioso
Ruta 5,Jueves,50,39,Lluvioso
Ruta 5,Viernes,23,49,Soleado
Ruta 3,Lunes,15,42,Soleado
Ruta 2,Sábado,26,34,Nublado
Ruta 4,Jueves,46,15,Nublado
Ruta 2,Jueves,51,12,Lluvioso
Ruta 2,Viernes,34,17,Nublado
Ruta 2,Domingo,36,50,Soleado
Ruta 4,Lunes,16,38,Soleado
Ruta 4,Viernes,60,39,Lluvioso
Ruta 2,Viernes,22,18,Lluvioso
Ruta 2,Lunes,19,18,Nublado
Ruta 4,Martes,52,15,Lluvioso
Ruta 4,Domingo,42,22,Lluvioso
Ruta 1,Viernes,53,25,Soleado
Ruta 1,Viernes,15,31,Soleado
Ruta 4,Lunes,48,7,Lluvioso
Ruta 3,Sábado,22,7,Soleado
Ruta 3,Martes,17,50,Lluvioso
Ruta 3,Domingo,42,47,Nublado
Ruta 1,Martes,57,12,Lluvioso
Ruta 4,Domingo,44,15,Nublado
Ruta 2,Lunes,26,48,Soleado
Ruta 2,Domingo,42,44,Lluvioso
Ruta 2,Viernes,30,14,Soleado
Ruta 1,Jueves,26,12,Nublado
Ruta 4,Domingo,51,9,Nublado
Ruta 3,Martes,29,41,Soleado
Ruta 1,Domingo,38,24,Lluvioso
Ruta 1,Domingo,45,11,Soleado
Ruta 4,Viernes,53,9,Soleado
Ruta 4,Jueves,31,48,Lluvioso
Ruta 4,Martes,50,48,Nublado
Ruta 1,Miércoles,56,10,Nublado
Ruta 5,Lunes,19,18,Soleado
Ruta 2,Martes,36,17,Lluvioso
Ruta 2,Sábado,22,8,Nublado
Ruta 5,Jueves,40,27,Soleado
Ruta 5,Lunes,33,8,Soleado
Ruta 2,Viernes,28,31,Nublado
Ruta 3,Domingo,37,20,Soleado
Ruta 4,Jueves,16,43,Soleado
Ruta 1,Sábado,51,39,Lluvioso
Ruta 3,Viernes,53,11,Lluvioso
Ruta 5,Miércoles,42,48,Soleado
Ruta 4,Sábado,23,29,Lluvioso
Ruta 3,Miércoles,25,21,Nublado
Ruta 1,Martes,39,29,Lluvioso
Ruta 2,Lunes,25,19,Lluvioso
Ruta 5,Jueves,16,13,Nublado
Ruta 5,Viernes,45,23,Lluvioso
Ruta 2,Martes,48,27,Lluvioso
Ruta 1,Lunes,36,43,Lluvioso
Ruta 1,Lunes,56,12,Lluvioso
Ruta 4,Viernes,16,34,Lluvioso
Ruta 4,Lunes,60,10,Soleado
Ruta 2,Viernes,15,29,Lluvioso
Ruta 2,Sábado,31,26,Nublado
Ruta 1,Sábado,32,48,Nublado
Ruta 5,Martes,33,6,Soleado
Ruta 1,Jueves,43,14,Lluvioso
Ruta 1,Martes,38,34,Nublado
Ruta 5,Miércoles,39,50,Nublado
Ruta 1,Miércoles,31,22,Lluvioso
Ruta 4,Sábado,53,43,Soleado
Ruta 3,Martes,48,11,Lluvioso
Ruta 5,Viernes,43,18,Soleado
Ruta 5,Sábado,59,27,Lluvioso
Ruta 1,Miércoles,59,38,Lluvioso
Ruta 1,Martes,20,35,Soleado
Ruta 2,Sábado,55,10,Soleado
Ruta 4,Domingo,22,5,Lluvioso
Ruta 5,Miércoles,16,34,Lluvioso
Ruta 1,Sábado,49,47,Lluvioso
Ruta 1,Domingo,31,28,Soleado
Ruta 4,Miércoles,39,33,Nublado
Ruta 4,Miércoles,32,12,Nublado
Ruta 1,Martes,25,50,Soleado
Ruta 1,Domingo,26,10,Lluvioso
Ruta 4,Domingo,27,27,Lluvioso
Ruta 5,Martes,44,26,Lluvioso
Ruta 3,Domingo,24,20,Soleado
Ruta 4,Jueves,57,50,Soleado
Ruta 5,Domingo,42,32,Nublado
Ruta 4,Lunes,48,22,Nublado
Ruta 3,Jueves,25,24,Nublado
Ruta 3,Domingo,23,23,Lluvioso
Ruta 1,Viernes,35,26,Nublado
Ruta 1,Jueves,29,37,Lluvioso
Ruta 2,Jueves,24,46,Lluvioso
Ruta 4,Lunes,15,13,Lluvioso
Ruta 4,Sábado,31,32,Lluvioso
Ruta 2,Viernes,20,33,Lluvioso
Ruta 4,Jueves,17,13,Soleado
Ruta 1,Miércoles,46,5,Nublado
Ruta 3,Domingo,53,39,Nublado
Ruta 1,Sábado,30,15,Nublado
Ruta 2,Martes,16,6,Nublado
Ruta 3,Sábado,43,37,Nublado
Ruta 2,Sábado,36,12,Nublado
Ruta 5,Martes,19,43,Soleado
Ruta 3,Lunes,21,45,Nublado
Ruta 2,Viernes,37,16,Lluvioso
Ruta 3,Lunes,41,28,Soleado
Ruta 2,Domingo,48,42,Soleado
Ruta 2,Lunes,15,26,Nublado
Ruta 5,Viernes,35,10,Soleado
Ruta 1,Domingo,45,31,Soleado
Ruta 5,Sábado,46,7,Soleado
Ruta 5,Domingo,55,17,Lluvioso
Ruta 5,Jueves,35,15,Soleado
Ruta 3,Sábado,37,38,Nublado
Ruta 5,Miércoles,26,14,Lluvioso
Ruta 5,Domingo,24,13,Nublado
Ruta 3,Sábado,34,8,Lluvioso
Ruta 1,Miércoles,40,16,Soleado
Ruta 5,Miércoles,17,43,Soleado
Ruta 1,Domingo,18,28,Soleado
Ruta 3,Sábado,24,20,Soleado
Ruta 3,Viernes,53,18,Nublado
Ruta 5,Sábado,47,8,Nublado
Ruta 1,Lunes,41,23,Nublado
Ruta 5,Miércoles,20,16,Soleado
Ruta 5,Lunes,43,28,Lluvioso
Ruta 3,Martes,22,12,Nublado
Ruta 1,Sábado,49,17,Nublado
Ruta 4,Lunes,15,15,Nublado
Ruta 4,Martes,24,33,Lluvioso
Ruta 3,Miércoles,22,6,Lluvioso
Ruta 2,Jueves,45,13,Soleado
Ruta 3,Martes,45,36,Nublado
Ruta 2,Miércoles,39,24,Lluvioso
Ruta 3,Miércoles,29,39,Lluvioso
Ruta 4,Viernes,48,35,Nublado
Ruta 5,Domingo,25,43,Lluvioso
Ruta 2,Martes,29,24,Soleado
Ruta 5,Viernes,59,34,Nublado
Ruta 5,Miércoles,24,36,Nublado
Ruta 3,Viernes,21,39,Nublado
Ruta 2,Jueves,21,12,Nublado
Ruta 5,Lunes,56,44,Soleado
Ruta 3,Lunes,47,33,Soleado
Ruta 3,Jueves,59,48,Soleado
Ruta 3,Martes,49,8,Nublado
Ruta 5,Miércoles,22,13,Lluvioso
Ruta 2,Domingo,28,9,Lluvioso
Ruta 1,Lunes,25,20,Lluvioso
Ruta 4,Martes,31,33,Lluvioso
Ruta 2,Miércoles,57,39,Soleado
Ruta 1,Viernes,58,41,Soleado
Ruta 2,Martes,46,12,Nublado
Ruta 4,Viernes,47,31,Lluvioso
Ruta 5,Viernes,44,6,Nublado
Ruta 5,Domingo,57,44,Soleado
Ruta 3,Martes,52,5,Lluvioso
Ruta 5,Lunes,18,22,Soleado
Ruta 5,Jueves,29,18,Lluvioso
Ruta 3,Jueves,34,28,Lluvioso
Ruta 1,Viernes,60,22,Soleado
Ruta 5,Viernes,51,6,Lluvioso
Ruta 5,Martes,55,7,Soleado
Ruta 5,Sábado,28,27,Soleado
Ruta 1,Sábado,29,47,Lluvioso
Ruta 3,Domingo,41,41,Soleado
Ruta 4,Lunes,38,19,Nublado
Ruta 3,Viernes,38,20,Nublado
Ruta 2,Lunes,18,10,Lluvioso
Ruta 2,Sábado,47,38,Soleado
Ruta 4,Viernes,31,12,Nublado
Ruta 2,Martes,45,13,Lluvioso
Ruta 5,Sábado,28,10,Lluvioso
Ruta 2,Sábado,42,28,Soleado
Ruta 3,Jueves,27,37,Soleado
Ruta 2,Martes,16,25,Soleado
Ruta 3,Lunes,49,10,Nublado
Ruta 4,Viernes,28,49,Nublado
Ruta 4,Viernes,53,11,Soleado
Ruta 4,Martes,31,17,Nublado
Ruta 1,Miércoles,23,34,Lluvioso
Ruta 3,Domingo,54,18,Lluvioso
Ruta 4,Martes,49,30,Lluvioso
Ruta 5,Sábado,19,34,Lluvioso
Ruta 4,Domingo,43,18,Lluvioso
Ruta 3,Sábado,22,6,Lluvioso
Ruta 3,Domingo,59,19,Nublado
Ruta 5,Jueves,49,6,Nublado
Ruta 4,Sábado,39,21,Soleado
Ruta 5,Martes,37,43,Soleado
Ruta 1,Miércoles,27,40,Nublado
Ruta 3,Sábado,50,35,Lluvioso
Ruta 5,Viernes,31,15,Lluvioso
Ruta 1,Domingo,37,48,Soleado
Ruta 4,Martes,59,38,Nublado
Ruta 5,Martes,59,40,Nublado
Ruta 4,Domingo,43,24,Lluvioso
Ruta 2,Martes,24,28,Nublado
Ruta 2,Domingo,33,6,Soleado
Ruta 4,Martes,56,26,Soleado
Ruta 3,Sábado,58,19,Nublado
Ruta 4,Lunes,45,43,Lluvioso
Ruta 1,Viernes,55,14,Soleado
Ruta 2,Miércoles,54,30,Nublado
Ruta 4,Martes,21,38,Lluvioso
Ruta 2,Miércoles,32,12,Nublado
Ruta 1,Lunes,24,37,Soleado
Ruta 5,Viernes,59,36,Nublado
Ruta 2,Sábado,54,49,Nublado
Ruta 1,Miércoles,45,36,Nublado
Ruta 3,Miércoles,27,22,Lluvioso
Ruta 2,Miércoles,60,46,Lluvioso
Ruta 5,Miércoles,23,26,Soleado
Ruta 1,Martes,57,47,Lluvioso
Ruta 3,Lunes,39,49,Lluvioso
Ruta 3,Martes,45,9,Lluvioso
Ruta 2,Sábado,49,9,Lluvioso
Ruta 1,Jueves,37,10,Soleado
Ruta 2,Jueves,31,48,Nublado
Ruta 2,Lunes,60,22,Nublado
Ruta 3,Martes,54,5,Lluvioso
Ruta 3,Miércoles,60,48,Lluvioso
Ruta 5,Viernes,40,10,Nublado
Ruta 3,Martes,23,38,Soleado
Ruta 2,Viernes,48,25,Soleado
Ruta 3,Miércoles,17,35,Soleado
Ruta 1,Martes,57,33,Nublado
Ruta 3,Martes,38,34,Lluvioso
Ruta 3,Jueves,40,27,Lluvioso
Ruta 4,Lunes,56,46,Lluvioso
Ruta 3,Domingo,49,45,Soleado
Ruta 3,Viernes,36,32,Lluvioso
Ruta 5,Sábado,50,10,Nublado
Ruta 3,Domingo,40,25,Soleado
Ruta 2,Jueves,56,27,Lluvioso
Ruta 2,Jueves,25,29,Nublado
Ruta 2,Sábado,21,25,Nublado
Ruta 4,Sábado,51,27,Soleado
Ruta 4,Domingo,34,15,Soleado
Ruta 1,Martes,49,36,Lluvioso
Ruta 4,Viernes,38,35,Lluvioso
Ruta 5,Martes,22,26,Soleado
Ruta 5,Viernes,20,9,Nublado
Ruta 5,Sábado,59,32,Soleado
Ruta 4,Miércoles,31,22,Nublado
Ruta 2,Lunes,55,46,Lluvioso
Ruta 5,Jueves,23,39,Lluvioso
